City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
303,negara,-8.3151,114.6025,295.41,91,57,1.54,ID,1696190750
304,novodvinsk,64.4165,40.8122,282.47,95,81,1.57,RU,1696190750
305,sangkhla buri,15.1555,98.4536,295.95,99,100,0.6,TH,1696190750
306,south hedland,-20.4089,118.5983,295.11,78,1,3.09,AU,1696190750
307,dailekh,28.8333,81.6667,293.68,80,4,2.18,NP,1696190750
308,golyshmanovo,56.3979,68.3728,280.75,93,1,3.53,RU,1696190750
309,labytnangi,66.6572,66.4183,280.96,98,100,2.65,RU,1696190750
310,geraldton,-28.7667,114.6,290.38,88,75,7.2,AU,1696190750
311,skelleftea,64.7507,20.9528,282.35,96,75,4.12,SE,1696190750
312,kursavka,44.4564,42.5093,290.1,64,77,5.28,RU,1696190751
313,gizo,-8.103,156.8419,300.12,84,51,7.33,SB,1696190751
314,brezina,33.0989,1.2608,298.71,25,0,2.66,DZ,1696190751
315,ugoofaaru,5.6667,73.0,300.38,78,100,5.14,MV,1696190751
316,belozersk,60.0326,37.7957,284.81,76,82,6.71,RU,1696190751
317,vila franca do campo,37.7167,-25.4333,294.2,99,77,3.82,PT,1696190751
318,aljezur,37.3191,-8.8033,293.96,69,16,1.69,PT,1696190751
319,box elder,41.5005,-112.8764,288.54,49,39,9.86,US,1696190751
320,prado,-17.3411,-39.2208,297.07,73,8,5.45,BR,1696190751
321,nideggen,50.7,6.4833,291.16,78,40,2.57,DE,1696190752
322,slave lake,55.2834,-114.769,286.14,50,0,4.63,CA,1696190752
323,raduzhny,62.0961,77.475,279.1,93,100,5.96,RU,1696190752
324,ponnani,10.767,75.9252,296.77,89,100,1.93,IN,1696190752
325,saldanha,-33.0117,17.9442,287.18,76,0,5.46,ZA,1696190752
326,encruzilhada do sul,-30.5439,-52.5219,289.39,66,0,1.95,BR,1696190752
327,pereslavl'-zalesskiy,56.7393,38.8563,282.82,84,100,2.72,RU,1696190752
328,anaconda,46.1285,-112.9423,280.7,92,100,2.16,US,1696190521
329,goure,13.9835,10.2704,299.51,59,91,1.86,NE,1696190752
330,estacion coahuila,32.1939,-115.0017,302.45,24,8,4.62,MX,1696190753
331,buenaventura,3.8801,-77.0312,298.86,93,100,1.96,CO,1696190753
332,port douglas,-16.4833,145.4667,295.74,79,61,4.0,AU,1696190753
333,fada,9.5667,8.3,294.46,95,100,0.8,NG,1696190753
334,kencong,-8.2833,113.3667,294.92,92,57,0.94,ID,1696190753
335,badger,64.8,-147.5333,280.92,60,75,2.06,US,1696190753
336,midelt,32.6852,-4.7451,297.1,21,0,3.53,MA,1696190753
337,ramadi,33.4226,43.3058,301.82,37,88,3.24,IQ,1696190754
338,loei,17.4167,101.5,294.33,89,100,1.36,TH,1696190754
339,lignano sabbiadoro,45.6922,13.1481,294.14,65,3,1.56,IT,1696190754
340,piti village,13.4626,144.6933,300.18,93,0,2.57,GU,1696190754
341,venezuela,8.0,-66.0,307.1,50,96,1.89,VE,1696190754
342,along,28.1667,94.7667,296.12,98,98,0.55,IN,1696190754
343,mabaruma,8.2,-59.7833,305.56,60,100,3.14,GY,1696190754
344,cidreira,-30.1811,-50.2056,288.78,62,0,5.18,BR,1696190501
345,ghat,24.9647,10.1728,300.99,33,15,4.49,LY,1696190755
346,ambovombe,-25.1667,46.0833,294.24,81,0,1.94,MG,1696190755
347,karema,-6.8205,30.4389,299.41,49,2,1.02,TZ,1696190755
348,orsa,54.5153,30.4053,283.92,76,77,3.35,BY,1696190755
349,vanimo,-2.6741,141.3028,298.41,91,36,0.89,PG,1696190755
350,klaksvik,62.2266,-6.589,284.66,89,71,10.2,FO,1696190755
351,lethem,3.3803,-59.7968,312.08,20,98,2.67,GY,1696190755
352,freetown,8.484,-13.2299,298.99,89,75,1.54,SL,1696190755
353,puerto aysen,-45.4,-72.7,281.87,86,88,2.21,CL,1696190558
354,kavieng,-2.5744,150.7967,300.06,82,22,1.93,PG,1696190756
355,udachny,66.4167,112.4,271.18,92,100,7.8,RU,1696190756
356,sandnessjoen,66.0217,12.6316,280.21,81,40,2.06,NO,1696190756
357,sao paulo de olivenca,-3.3783,-68.8725,308.35,40,99,1.92,BR,1696190756
358,sitia,35.2,26.0986,298.14,62,0,10.86,GR,1696190756
359,san antonio de pale,-1.4014,5.6325,298.39,83,66,6.87,GQ,1696190756
360,akrehamn,59.2667,5.1833,288.38,94,75,5.66,NO,1696190756
361,kudahuvadhoo,2.6708,72.8944,300.82,76,100,3.8,MV,1696190756
362,tyukalinsk,55.8732,72.1967,280.13,91,13,3.11,RU,1696190757
363,al ghayzah,16.2079,52.176,299.86,82,45,1.81,YE,1696190757
364,yemetsk,63.4721,41.7941,282.91,95,100,2.08,RU,1696190757
365,xining,36.6167,101.7667,283.62,90,100,2.05,CN,1696190757
366,kavaratti,10.5669,72.642,300.72,81,96,6.4,IN,1696190757
367,bar-sur-aube,48.25,4.5833,289.5,52,13,2.37,FR,1696190757
368,barguzin,53.6167,109.6167,280.14,92,100,4.02,RU,1696190758
369,kone,-21.0595,164.8658,293.31,72,16,2.59,NC,1696190758
370,latnaya,51.6586,38.9011,291.64,49,85,2.7,RU,1696190758
371,la sarre,48.8002,-79.1996,295.06,46,82,1.31,CA,1696190591
372,glace bay,46.1969,-59.957,294.38,68,0,2.24,CA,1696190758
373,presidente medici,-11.1753,-61.9014,307.27,39,100,0.95,BR,1696190758
374,queenstown,-31.8976,26.8753,282.53,80,35,4.27,ZA,1696190758
375,al bayda',32.7627,21.7551,291.37,81,0,3.11,LY,1696190758
376,quellon,-43.1167,-73.6167,281.48,75,100,2.42,CL,1696190758
377,puerto baquerizo moreno,-0.9,-89.6,300.7,65,75,7.2,EC,1696190551
378,palikir - national government center,6.9248,158.1611,296.56,100,40,1.03,FM,1696190759
379,banda aceh,5.5577,95.3222,299.24,84,13,5.22,ID,1696190759
380,klyuchi,52.2667,79.1667,279.41,89,0,2.16,RU,1696190759
381,anguera,-12.151,-39.2453,300.39,63,53,4.47,BR,1696190759
382,alofi,-19.0595,-169.9187,296.09,60,75,8.23,NU,1696190759
383,san juanito,28.0,-107.5833,296.27,25,30,4.44,MX,1696190759
384,aasiaat,68.7098,-52.8699,268.33,78,2,4.03,GL,1696190760
385,nogliki,51.8333,143.1667,283.9,96,100,11.18,RU,1696190760
386,ducheng,23.2373,111.5317,299.03,87,79,1.1,CN,1696190760
387,san luis de la loma,17.2706,-100.8939,304.84,68,98,2.75,MX,1696190760
388,zhangatas,43.5667,69.75,286.38,45,96,1.65,KZ,1696190760
389,gandarbal,34.2333,74.7833,287.74,54,0,2.37,IN,1696190760
390,urzhum,57.1141,49.9996,285.76,60,29,4.23,RU,1696190760
391,rustaq,23.3908,57.4244,302.29,38,0,1.42,OM,1696190760
392,ma'rib,15.4591,45.3253,299.3,15,0,1.94,YE,1696190760
393,nabire,-3.3667,135.4833,297.24,89,95,1.34,ID,1696190761
394,san lawrenz,36.0553,14.204,295.29,81,0,2.28,MT,1696190761
395,smithers,54.7804,-127.1743,281.33,87,100,1.03,CA,1696190712
396,shingu,33.7333,135.9833,289.91,82,0,3.12,JP,1696190761
397,manismata,-2.4667,111.0333,293.96,94,47,1.29,ID,1696190761
398,asekeyevo,53.5742,52.7972,285.36,64,70,2.68,RU,1696190761
399,bel ombre,-4.6167,55.4167,300.06,89,40,4.12,SC,1696190761
400,kamina,-8.7386,24.9906,295.83,64,0,2.29,CD,1696190762
401,tamandare,-8.7597,-35.1047,298.01,72,4,3.53,BR,1696190762
402,ta'izz,13.5,44.0,296.41,66,23,1.29,YE,1696190542
403,acarau,-2.8856,-40.12,300.8,68,13,8.73,BR,1696190762
404,santyoku,37.4406,129.1708,287.57,61,10,3.1,KR,1696190762
405,weno,7.4515,151.8468,300.12,83,75,2.57,FM,1696190762
406,brisas de zicatela,15.8369,-97.0419,304.44,58,75,1.54,MX,1696190762
407,dul'durga,50.6761,113.5931,279.92,63,100,1.15,RU,1696190762
408,makoua,0.0069,15.6333,296.52,95,65,1.28,CG,1696190763
409,gillette,44.2911,-105.5022,290.43,61,20,6.69,US,1696190763
410,labrador city,52.9463,-66.9114,284.1,54,20,5.66,CA,1696190763
411,verkhnyaya salda,58.0456,60.5533,282.18,80,100,3.83,RU,1696190763
412,mazagao,-0.115,-51.2894,305.18,44,100,3.58,BR,1696190763
413,kerman,30.2832,57.0788,294.07,19,0,6.17,IR,1696190763
414,nuku'alofa,-21.1333,-175.2,295.34,56,40,7.2,TO,1696190763
415,labuan,5.2767,115.2417,299.35,88,40,2.68,MY,1696190763
416,ryotsu-minato,38.0833,138.4333,291.25,60,2,4.91,JP,1696190764
417,saint-philippe,-21.3585,55.7679,294.92,74,3,2.69,RE,1696190764
418,bocanda,7.0626,-4.4995,296.79,98,79,2.11,CI,1696190764
419,mejit,10.2753,170.8646,301.17,78,100,6.26,MH,1696190764
420,hamada,34.8833,132.0833,290.47,68,19,3.95,JP,1696190764
421,midvagur,62.0511,-7.1939,284.61,93,100,6.69,FO,1696190764
422,kununurra,-15.7667,128.7333,296.14,88,37,0.0,AU,1696190764
423,ponta delgada,37.7333,-25.6667,294.37,77,40,6.17,PT,1696190764
424,hilton head island,32.2163,-80.7526,301.21,67,0,1.34,US,1696190442
425,vysokovsk,56.3167,36.55,284.77,76,100,2.96,RU,1696190765
426,benjamin constant,-4.3831,-70.0311,307.22,66,40,2.57,BR,1696190519
427,pavilosta,56.8879,21.1859,287.1,86,2,4.58,LV,1696190765
428,farasan,16.7022,42.1183,304.47,67,0,1.85,SA,1696190765
429,malango,-2.9627,119.9001,291.26,98,37,0.82,ID,1696190765
430,al bawiti,28.3492,28.8659,299.3,34,96,3.89,EG,1696190765
431,tharangambadi,11.0319,79.8528,299.96,82,100,6.25,IN,1696190765
432,lembeni,-3.7833,37.6167,293.85,70,0,2.29,TZ,1696190765
433,pasuquin,18.3328,120.6177,300.12,94,75,1.54,PH,1696190766
434,bizhbulyak,53.6967,54.2642,283.41,67,72,2.78,RU,1696190766
435,tazacorte,28.629,-17.9293,299.9,79,75,3.6,ES,1696190766
436,achit,56.7985,57.8994,282.31,79,25,3.41,RU,1696190766
437,pordic,48.5705,-2.8178,290.64,95,75,1.54,FR,1696190766
438,ust-tsilma,65.441,52.1498,284.6,94,100,2.24,RU,1696190766
439,bijie,27.3125,105.2942,291.43,94,96,1.33,CN,1696190766
440,kailua-kona,19.6406,-155.9956,302.92,74,40,4.63,US,1696190767
441,veranopolis,-28.9361,-51.5494,290.08,61,0,1.96,BR,1696190767
442,kovylkino,54.0388,43.9139,289.49,51,100,2.74,RU,1696190767
443,general roca,-39.0333,-67.5833,300.16,27,100,3.03,AR,1696190767
444,sabang,5.8933,95.3214,300.95,78,12,7.69,ID,1696190767
445,kyzyl,51.7,94.45,279.27,73,100,2.68,RU,1696190767
446,lower hutt,-41.2167,174.9167,288.06,85,75,9.26,NZ,1696190767
447,ciudad lazaro cardenas,17.9583,-102.2,304.47,69,8,3.83,MX,1696190768
448,charters towers,-20.1,146.2667,289.35,96,11,2.64,AU,1696190768
449,val-d'or,48.1002,-77.7828,295.2,37,75,1.54,CA,1696190706
450,kidal,18.4411,1.4078,309.22,19,83,3.66,ML,1696190768
451,mananjary,-21.2167,48.3333,296.85,83,94,4.94,MG,1696190768
452,choma,-16.8065,26.9531,297.51,36,3,1.21,ZM,1696190768
453,santa terezinha,-29.9002,-50.0904,289.15,62,5,5.23,BR,1696190768
454,great falls,47.5002,-111.3008,281.69,97,100,4.63,US,1696190587
455,nova venecia,-18.7106,-40.4006,302.39,50,19,5.78,BR,1696190494
456,vila velha,-20.3297,-40.2925,296.12,88,40,3.09,BR,1696190769
457,kijang,35.2442,129.2139,286.0,55,81,2.42,KR,1696190769
458,nagqu,31.5,92.0,276.02,95,100,3.15,CN,1696190769
459,saint marys,30.7305,-81.5465,300.21,80,100,8.75,US,1696190769
460,zabkowice slaskie,50.5897,16.8124,289.34,84,97,1.79,PL,1696190769
461,bubaque,11.2833,-15.8333,301.47,80,97,4.64,GW,1696190769
462,buka,40.8108,69.1986,288.64,37,98,0.68,UZ,1696190769
463,putina,-15.4667,-69.4333,287.41,52,27,3.73,PE,1696190769
464,nantucket,41.2835,-70.0995,292.23,83,100,9.77,US,1696190769
465,adrar,20.5022,-10.0711,305.75,14,18,4.16,MR,1696190770
466,al lagowa,11.4,29.1333,301.06,57,66,2.23,SD,1696190770
467,kotovo,50.3211,44.8012,286.65,49,80,2.5,RU,1696190770
468,villa constitucion,-33.2278,-60.3297,298.7,20,3,1.77,AR,1696190770
469,yaren,-0.5472,166.916,301.8,75,17,4.06,NR,1696190770
470,dudinka,69.4058,86.1778,259.08,100,82,1.79,RU,1696190770
471,akcadag,38.3453,37.9672,287.7,77,75,2.06,TR,1696190770
472,salekhard,66.53,66.6019,280.96,98,100,3.13,RU,1696190770
473,drahichyn,52.1874,25.1597,286.53,62,77,2.58,BY,1696190771
474,liegi,50.6337,5.5675,292.87,68,0,2.57,BE,1696190771
475,cronulla,-34.05,151.15,291.08,76,20,4.63,AU,1696190771
476,estacion santa engracia,24.0159,-99.2015,307.21,36,0,2.49,MX,1696190771
477,igarka,67.4667,86.5833,268.64,70,11,2.45,RU,1696190771
478,kikwit,-5.041,18.8162,296.83,88,37,1.16,CD,1696190771
479,knyaze-volkonskoye,48.4642,135.4567,282.34,95,100,2.24,RU,1696190771
480,guiuan,11.0333,125.7247,302.14,77,100,6.4,PH,1696190771
481,arucas,28.1198,-15.5233,297.5,78,15,3.16,ES,1696190772
482,baxter,46.3433,-94.2867,305.05,48,0,5.66,US,1696190772
483,poltavka,54.3663,71.7632,281.21,79,5,2.3,RU,1696190772
484,aykhal,66.0,111.5,273.19,98,100,7.15,RU,1696190772
485,simcoe,42.8334,-80.2997,298.23,81,29,2.78,CA,1696190772
486,muroran,42.3172,140.9881,289.54,68,12,8.32,JP,1696190772
487,shimoda,34.6667,138.95,294.32,80,10,4.84,JP,1696190772
488,yanchep,-31.55,115.6833,287.93,69,100,10.23,AU,1696190773
489,carauari,-4.8828,-66.8958,307.47,46,93,2.16,BR,1696190773
490,hoi an,15.8794,108.335,299.13,89,75,2.28,VN,1696190704
491,afaahiti,-17.75,-149.2833,300.08,86,46,8.18,PF,1696190773
492,egilsstadir,65.2653,-14.3948,279.1,100,75,5.66,IS,1696190773
493,beni mellal,32.3373,-6.3498,302.94,12,0,2.57,MA,1696190766
494,castillos,-34.1667,-53.8333,287.38,66,16,5.54,UY,1696190773
495,maloye ganyushkino,46.6,49.2667,289.95,58,25,1.83,KZ,1696190773
496,la maddalena,41.2142,9.4083,292.24,70,1,2.42,IT,1696190773
497,ndjole,-0.1783,10.7649,297.84,96,98,0.84,GA,1696190774
498,san jose del guaviare,2.5729,-72.6459,303.35,73,44,1.53,CO,1696190768
499,aripuana,-9.1667,-60.6333,308.78,34,100,1.19,BR,1696190494
500,ramhormoz,31.28,49.6035,303.09,17,0,2.63,IR,1696190774
501,cattolica,43.9575,12.7376,294.02,84,0,1.03,IT,1696190774
502,sligo,54.2697,-8.4694,286.11,82,0,2.06,IE,1696190624
503,longboat key,27.4125,-82.659,304.87,37,40,4.63,US,1696190565
504,fisterra,42.9049,-9.2629,292.6,81,67,3.91,ES,1696190774
505,toba,34.4833,136.85,295.15,70,0,3.13,JP,1696190599
506,winnipeg,49.8844,-97.147,295.43,77,100,3.6,CA,1696190623
507,tual,-5.6667,132.75,299.3,87,93,3.98,ID,1696190775
508,santana,-0.0583,-51.1817,305.25,62,20,5.14,BR,1696190633
509,dzhalagash,45.0833,64.6667,288.19,45,9,2.93,KZ,1696190775
510,sao joao da barra,-21.6403,-41.0511,295.2,86,100,8.11,BR,1696190775
511,villa de arista,22.65,-100.8333,300.6,27,1,5.42,MX,1696190775
512,enewetak,11.3474,162.3373,302.31,76,43,6.5,MH,1696190775
513,shiyan,32.6475,110.7781,287.22,96,100,1.4,CN,1696190775
514,ulladulla,-35.35,150.4667,287.48,70,78,1.29,AU,1696190775
515,karlino,54.0351,15.8774,285.85,78,85,2.25,PL,1696190776
516,wanganui,-39.9333,175.05,287.37,77,23,4.92,NZ,1696190776
517,tukrah,32.5341,20.5791,296.66,66,8,2.99,LY,1696190776
518,champerico,14.3,-91.9167,307.45,68,9,3.29,GT,1696190776
519,zeya,53.75,127.2667,278.09,87,81,1.79,RU,1696190776
520,tramandai,-29.9847,-50.1336,289.19,62,1,5.04,BR,1696190776
521,saki,8.6667,3.3833,295.68,96,100,2.43,NG,1696190776
522,sosnogorsk,63.6023,53.8817,285.67,92,100,5.36,RU,1696190776
523,grand forks,47.9417,-97.4337,305.25,44,0,8.75,US,1696190687
524,franklin,39.9667,-83.0166,303.11,48,20,3.6,US,1696190777
525,jining,35.405,116.5814,290.99,62,100,2.25,CN,1696190777
526,sumbawa besar,-8.5,117.4333,294.42,82,97,1.92,ID,1696190777
527,cam ranh,11.9214,109.1591,299.13,94,20,2.06,VN,1696190777
528,malkapur,20.8833,76.2,298.3,71,100,1.78,IN,1696190777
529,serrana,-21.2114,-47.5956,298.12,58,37,5.15,BR,1696190763
530,puerto deseado,-47.7503,-65.8938,283.31,52,100,5.54,AR,1696190494
531,ornskoldsvik,63.2909,18.7153,279.68,75,1,2.57,SE,1696190777
532,carutapera,-1.195,-46.02,301.76,68,100,5.64,BR,1696190565
533,reyes,-14.3167,-67.3833,308.11,40,91,1.35,BO,1696190778
534,karratha,-20.7377,116.8463,296.77,36,0,6.36,AU,1696190778
535,margate,51.3813,1.3862,290.76,81,100,0.45,GB,1696190778
536,port isabel,26.0734,-97.2086,307.17,70,20,5.14,US,1696190280
537,dankama,13.2978,7.7949,299.78,57,13,5.14,NG,1696190778
538,las brenas,-27.0897,-61.0816,303.1,20,31,4.59,AR,1696190778
539,weston,26.1004,-80.3998,306.15,65,100,3.09,US,1696190778
540,egremont,54.4794,-3.5276,287.86,91,66,3.23,GB,1696190779
541,nicoya,10.1483,-85.452,303.3,71,65,1.14,CR,1696190481
542,bagli,22.65,76.35,294.67,67,28,2.57,IN,1696190779
543,luchegorsk,46.4764,134.2569,281.4,90,99,2.37,RU,1696190779
544,toliara,-23.35,43.6667,297.09,81,0,3.12,MG,1696190779
545,utrik,11.2278,169.8474,301.06,78,98,6.0,MH,1696190779
546,peace river,56.2501,-117.286,286.32,58,20,4.63,CA,1696190707
547,kambove,-10.8764,26.5969,298.88,28,50,1.68,CD,1696190779
548,zhezqazghan,47.7833,67.7667,284.23,69,6,4.79,KZ,1696190780
549,chachersk,52.9164,30.9179,284.1,81,98,2.47,BY,1696190780
550,miles city,46.4083,-105.8406,286.69,76,100,6.17,US,1696190780
551,tangalle,6.024,80.7911,298.14,87,99,3.48,LK,1696190780
552,granite shoals,30.5891,-98.3839,306.91,37,40,3.13,US,1696190780
553,suva,-18.1416,178.4415,297.86,53,40,4.12,FJ,1696190780
554,tranqueras,-31.2,-55.75,291.58,49,0,2.57,UY,1696190633
555,san martin,-33.081,-68.4681,303.45,16,0,3.68,AR,1696190628
556,wenchang,30.904,118.4887,290.29,83,37,3.76,CN,1696190780
557,partinico,38.0439,13.12,295.12,75,20,4.12,IT,1696190781
558,mek'ele,13.4967,39.4753,290.94,71,10,3.43,ET,1696190781
559,khawr fakkan,25.3313,56.342,304.18,61,0,2.74,AE,1696190781
560,tateyama,34.9833,139.8667,296.54,72,87,7.59,JP,1696190781
561,bac lieu,9.285,105.7244,298.86,87,100,5.78,VN,1696190781
562,gashua,12.871,11.0482,301.02,58,100,1.89,NG,1696190781
563,tapejara,-28.0681,-52.0139,294.36,70,0,2.91,BR,1696190702
564,sona,45.4388,10.8255,292.9,73,0,1.54,IT,1696190782
565,kralupy nad vltavou,50.2411,14.3115,291.82,56,0,3.6,CZ,1696190782
566,forbes,-33.3833,148.0167,288.66,50,16,1.67,AU,1696190782
567,saint-francois,46.4154,3.9054,289.84,77,0,1.54,FR,1696190782
568,san matias,-16.3667,-58.4,310.59,31,89,4.76,BO,1696190782
569,san pedro pochutla,15.7333,-96.4667,305.99,62,100,3.44,MX,1696190782
570,beppu,33.2736,131.4919,287.87,79,55,2.05,JP,1696190782
571,necochea,-38.5473,-58.7368,288.4,68,14,4.33,AR,1696190626
572,wellington,-41.2866,174.7756,287.92,87,75,9.26,NZ,1696190655
573,manta,-0.95,-80.7333,302.03,65,40,5.14,EC,1696190783
574,kostomuksha,64.571,30.5767,280.36,87,100,2.61,RU,1696190783
575,chios,38.3678,26.1358,298.07,47,0,6.17,GR,1696190783
576,dwarka,22.2394,68.9678,300.19,80,100,5.34,IN,1696190783
577,tongliao,43.6125,122.2653,283.57,38,0,2.73,CN,1696190783
578,kingston,17.997,-76.7936,306.68,70,20,4.63,JM,1696190783
579,gassol,8.5333,10.4667,299.43,81,100,1.91,NG,1696190783
580,choibalsan,48.0667,114.5,281.29,47,77,2.22,MN,1696190784
581,bhimunipatnam,17.8833,83.4333,300.88,85,100,4.73,IN,1696190784
582,wenling,28.3669,121.36,292.83,76,7,4.08,CN,1696190646
583,bikenibeu village,1.3673,173.1241,300.13,94,20,0.0,KI,1696190784
584,kapa'a,22.0752,-159.319,302.14,74,20,6.69,US,1696190784
585,matoury,4.8483,-52.3317,304.13,70,0,5.14,GF,1696190784
586,corner brook,48.9667,-57.9484,292.24,72,44,3.63,CA,1696190711
587,kyotera,-0.6156,31.5175,293.65,67,30,2.74,UG,1696190784
588,xinji,37.9028,115.2036,287.82,54,77,3.06,CN,1696190784
589,akureyri,65.6835,-18.0878,281.11,71,75,3.6,IS,1696190784
590,jinchang,38.4953,102.1739,286.9,51,100,3.1,CN,1696190785
591,colonia,50.9333,6.95,293.05,75,0,2.06,DE,1696190526
592,cole harbour,44.6724,-63.4751,293.81,80,0,4.12,CA,1696190785
593,valderice,38.0401,12.6151,294.7,74,0,3.95,IT,1696190785
594,monteagudo,-19.8167,-63.9833,303.9,26,8,4.4,BO,1696190785
595,touros,-5.1989,-35.4608,299.21,67,11,6.57,BR,1696190785
596,kristiansund,63.1115,7.732,284.18,87,0,2.57,NO,1696190785
597,port blair,11.6667,92.75,299.17,89,75,1.03,IN,1696190785
598,namtsy,62.7161,129.6658,276.56,71,100,1.58,RU,1696190786
599,saint-pol-de-leon,48.6833,-3.9833,289.65,94,75,1.03,FR,1696190786
600,mamontovo,52.7055,81.6244,277.99,81,0,2.25,RU,1696190786
601,nova vicosa,-17.8919,-39.3719,297.34,71,13,6.48,BR,1696190786
602,kindu,-2.95,25.95,295.84,85,83,0.63,CD,1696190786
603,condoto,5.0935,-76.6497,300.16,92,100,1.98,CO,1696190786
604,jizzax,40.1158,67.8422,289.19,35,79,0.91,UZ,1696190786
605,volosovo,59.4333,29.4833,284.71,88,70,4.06,RU,1696190787
606,puerto escondido,15.85,-97.0667,304.61,58,75,1.54,MX,1696190746
